"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"11/09/2024 06:15 - 11/09/2024 06:30","Spain (ES)","23704.00","24055.00"
"11/09/2024 06:30 - 11/09/2024 06:45","Spain (ES)","24248.00","24667.00"
"11/09/2024 06:45 - 11/09/2024 07:00","Spain (ES)","24792.00","25280.00"
"11/09/2024 07:00 - 11/09/2024 07:15","Spain (ES)","25468.00","26092.00"
"11/09/2024 07:15 - 11/09/2024 07:30","Spain (ES)","26388.00","26549.00"
"11/09/2024 07:30 - 11/09/2024 07:45","Spain (ES)","27132.00","26863.00"
"11/09/2024 07:45 - 11/09/2024 08:00","Spain (ES)","27536.00","27062.00"
"11/09/2024 08:00 - 11/09/2024 08:15","Spain (ES)","27480.00","27217.00"
"11/09/2024 08:15 - 11/09/2024 08:30","Spain (ES)","27624.00","27329.00"
"11/09/2024 08:30 - 11/09/2024 08:45","Spain (ES)","27964.00","27458.00"
"11/09/2024 08:45 - 11/09/2024 09:00","Spain (ES)","28104.00","27597.00"
"11/09/2024 09:00 - 11/09/2024 09:15","Spain (ES)","28052.00","27780.00"
"11/09/2024 09:15 - 11/09/2024 09:30","Spain (ES)","28088.00","27893.00"
"11/09/2024 09:30 - 11/09/2024 09:45","Spain (ES)","28112.00","27972.00"
"11/09/2024 09:45 - 11/09/2024 10:00","Spain (ES)","28148.00","28020.00"
"11/09/2024 10:00 - 11/09/2024 10:15","Spain (ES)","28156.00","28073.00"
"11/09/2024 10:15 - 11/09/2024 10:30","Spain (ES)","28040.00","28082.00"
"11/09/2024 10:30 - 11/09/2024 10:45","Spain (ES)","27984.00","28080.00"
"11/09/2024 10:45 - 11/09/2024 11:00","Spain (ES)","28004.00","28072.00"
"11/09/2024 11:00 - 11/09/2024 11:15","Spain (ES)","28012.00","28055.00"
"11/09/2024 11:15 - 11/09/2024 11:30","Spain (ES)","27980.00","28045.00"
"11/09/2024 11:30 - 11/09/2024 11:45","Spain (ES)","27988.00","28039.00"
"11/09/2024 11:45 - 11/09/2024 12:00","Spain (ES)","27996.00","28045.00"
"11/09/2024 12:00 - 11/09/2024 12:15","Spain (ES)","27876.00","28019.00"
"11/09/2024 12:15 - 11/09/2024 12:30","Spain (ES)","27780.00","28074.00"
"11/09/2024 12:30 - 11/09/2024 12:45","Spain (ES)","27984.00","28159.00"
"11/09/2024 12:45 - 11/09/2024 13:00","Spain (ES)","28052.00","28257.00"
"11/09/2024 13:00 - 11/09/2024 13:15","Spain (ES)","28184.00","28429.00"
"11/09/2024 13:15 - 11/09/2024 13:30","Spain (ES)","28216.00","28476.00"
"11/09/2024 13:30 - 11/09/2024 13:45","Spain (ES)","28380.00","28466.00"
"11/09/2024 13:45 - 11/09/2024 14:00","Spain (ES)","28368.00","28402.00"
"11/09/2024 14:00 - 11/09/2024 14:15","Spain (ES)","28072.00","28360.00"
"11/09/2024 14:15 - 11/09/2024 14:30","Spain (ES)","28072.00","28207.00"
"11/09/2024 14:30 - 11/09/2024 14:45","Spain (ES)","28080.00","28023.00"
"11/09/2024 14:45 - 11/09/2024 15:00","Spain (ES)","28080.00","27825.00"
"11/09/2024 15:00 - 11/09/2024 15:15","Spain (ES)","27968.00","27570.00"
"11/09/2024 15:15 - 11/09/2024 15:30","Spain (ES)","27380.00","27408.00"
"11/09/2024 15:30 - 11/09/2024 15:45","Spain (ES)","27380.00","27290.00"
"11/09/2024 15:45 - 11/09/2024 16:00","Spain (ES)","27268.00","27221.00"
"11/09/2024 16:00 - 11/09/2024 16:15","Spain (ES)","27004.00","27108.00"
"11/09/2024 16:15 - 11/09/2024 16:30","Spain (ES)","27176.00","27133.00"
"11/09/2024 16:30 - 11/09/2024 16:45","Spain (ES)","27124.00","27203.00"
"11/09/2024 16:45 - 11/09/2024 17:00","Spain (ES)","27344.00","27307.00"
"11/09/2024 17:00 - 11/09/2024 17:15","Spain (ES)","27504.00","27423.00"
"11/09/2024 17:15 - 11/09/2024 17:30","Spain (ES)","27824.00","27556.00"
"11/09/2024 17:30 - 11/09/2024 17:45","Spain (ES)","27960.00","27688.00"
"11/09/2024 17:45 - 11/09/2024 18:00","Spain (ES)","28176.00","27818.00"
"11/09/2024 18:00 - 11/09/2024 18:15","Spain (ES)","28296.00","27937.00"
"11/09/2024 18:15 - 11/09/2024 18:30","Spain (ES)","28432.00","28072.00"
"11/09/2024 18:30 - 11/09/2024 18:45","Spain (ES)","28472.00","28216.00"
"11/09/2024 18:45 - 11/09/2024 19:00","Spain (ES)","28520.00","28382.00"
"11/09/2024 19:00 - 11/09/2024 19:15","Spain (ES)","28544.00","28486.00"
"11/09/2024 19:15 - 11/09/2024 19:30","Spain (ES)","28760.00","28738.00"
"11/09/2024 19:30 - 11/09/2024 19:45","Spain (ES)","28724.00","29047.00"
"11/09/2024 19:45 - 11/09/2024 20:00","Spain (ES)","28888.00","29398.00"
"11/09/2024 20:00 - 11/09/2024 20:15","Spain (ES)","29144.00","29824.00"
"11/09/2024 20:15 - 11/09/2024 20:30","Spain (ES)","29484.00","30187.00"
"11/09/2024 20:30 - 11/09/2024 20:45","Spain (ES)","30000.00","30514.00"
"11/09/2024 20:45 - 11/09/2024 21:00","Spain (ES)","30816.00","30747.00"
"11/09/2024 21:00 - 11/09/2024 21:15","Spain (ES)","31224.00","31283.00"
"11/09/2024 21:15 - 11/09/2024 21:30","Spain (ES)","31356.00","31129.00"
"11/09/2024 21:30 - 11/09/2024 21:45","Spain (ES)","31092.00","30708.00"
"11/09/2024 21:45 - 11/09/2024 22:00","Spain (ES)","30604.00","30085.00"
"11/09/2024 22:00 - 11/09/2024 22:15","Spain (ES)","29700.00","29362.00"
"11/09/2024 22:15 - 11/09/2024 22:30","Spain (ES)","29060.00","28615.00"
"11/09/2024 22:30 - 11/09/2024 22:45","Spain (ES)","28452.00","27928.00"
"11/09/2024 22:45 - 11/09/2024 23:00","Spain (ES)","27924.00","27314.00"
"11/09/2024 23:00 - 11/09/2024 23:15","Spain (ES)","27212.00","26667.00"
"11/09/2024 23:15 - 11/09/2024 23:30","Spain (ES)","26548.00","26187.00"
"11/09/2024 23:30 - 11/09/2024 23:45","Spain (ES)","26088.00","25764.00"
"11/09/2024 23:45 - 12/09/2024 00:00","Spain (ES)","25516.00","25387.00"
"12/09/2024 00:00 - 12/09/2024 00:15","Spain (ES)","25148.00","24797.00"
"12/09/2024 00:15 - 12/09/2024 00:30","Spain (ES)","24952.00","24502.00"
"12/09/2024 00:30 - 12/09/2024 00:45","Spain (ES)","24924.00","24217.00"
"12/09/2024 00:45 - 12/09/2024 01:00","Spain (ES)","24500.00","23943.00"
"12/09/2024 01:00 - 12/09/2024 01:15","Spain (ES)","23964.00","23656.00"
"12/09/2024 01:15 - 12/09/2024 01:30","Spain (ES)","23908.00","23409.00"
"12/09/2024 01:30 - 12/09/2024 01:45","Spain (ES)","23644.00","23180.00"
"12/09/2024 01:45 - 12/09/2024 02:00","Spain (ES)","23376.00","22971.00"
"12/09/2024 02:00 - 12/09/2024 02:15","Spain (ES)","23080.00","22737.00"
"12/09/2024 02:15 - 12/09/2024 02:30","Spain (ES)","22940.00","22576.00"
"12/09/2024 02:30 - 12/09/2024 02:45","Spain (ES)","22644.00","22443.00"
"12/09/2024 02:45 - 12/09/2024 03:00","Spain (ES)","22652.00","22335.00"
"12/09/2024 03:00 - 12/09/2024 03:15","Spain (ES)","22620.00","22212.00"
"12/09/2024 03:15 - 12/09/2024 03:30","Spain (ES)","22420.00","22149.00"
"12/09/2024 03:30 - 12/09/2024 03:45","Spain (ES)","22336.00","22104.00"
"12/09/2024 03:45 - 12/09/2024 04:00","Spain (ES)","22416.00","22075.00"
"12/09/2024 04:00 - 12/09/2024 04:15","Spain (ES)","22368.00","22026.00"
"12/09/2024 04:15 - 12/09/2024 04:30","Spain (ES)","22284.00","22019.00"
"12/09/2024 04:30 - 12/09/2024 04:45","Spain (ES)","22240.00","22026.00"
"12/09/2024 04:45 - 12/09/2024 05:00","Spain (ES)","22168.00","22080.00"
"12/09/2024 05:00 - 12/09/2024 05:15","Spain (ES)","22312.00","21962.00"
"12/09/2024 05:15 - 12/09/2024 05:30","Spain (ES)","22404.00","22225.00"
"12/09/2024 05:30 - 12/09/2024 05:45","Spain (ES)","22548.00","22640.00"
"12/09/2024 05:45 - 12/09/2024 06:00","Spain (ES)","22708.00","23189.00"
"12/09/2024 06:00 - 12/09/2024 06:15","Spain (ES)","23076.00","23763.00"
"12/09/2024 06:15 - 12/09/2024 06:30","Spain (ES)","23920.00","24485.00"
"12/09/2024 06:30 - 12/09/2024 06:45","Spain (ES)","24564.00","25245.00"
"12/09/2024 06:45 - 12/09/2024 07:00","Spain (ES)","25232.00","26000.00"
"12/09/2024 07:00 - 12/09/2024 07:15","Spain (ES)","25956.00","26960.00"
"12/09/2024 07:15 - 12/09/2024 07:30","Spain (ES)","26984.00","27567.00"
"12/09/2024 07:30 - 12/09/2024 07:45","Spain (ES)","27864.00","28036.00"
"12/09/2024 07:45 - 12/09/2024 08:00","Spain (ES)","28396.00","28379.00"
"12/09/2024 08:00 - 12/09/2024 08:15","Spain (ES)","28488.00","28767.00"
"12/09/2024 08:15 - 12/09/2024 08:30","Spain (ES)","28764.00","28929.00"
"12/09/2024 08:30 - 12/09/2024 08:45","Spain (ES)","29080.00","29033.00"
"12/09/2024 08:45 - 12/09/2024 09:00","Spain (ES)","29172.00","29095.00"
"12/09/2024 09:00 - 12/09/2024 09:15","Spain (ES)","29152.00","29154.00"
"12/09/2024 09:15 - 12/09/2024 09:30","Spain (ES)","29232.00","29169.00"
"12/09/2024 09:30 - 12/09/2024 09:45","Spain (ES)","29376.00","29178.00"
"12/09/2024 09:45 - 12/09/2024 10:00","Spain (ES)","29312.00","29176.00"
"12/09/2024 10:00 - 12/09/2024 10:15","Spain (ES)","29336.00","29200.00"
"12/09/2024 10:15 - 12/09/2024 10:30","Spain (ES)","29152.00","29158.00"
"12/09/2024 10:30 - 12/09/2024 10:45","Spain (ES)","29252.00","29091.00"
"12/09/2024 10:45 - 12/09/2024 11:00","Spain (ES)","29344.00","29012.00"
"12/09/2024 11:00 - 12/09/2024 11:15","Spain (ES)","29436.00","28883.00"
"12/09/2024 11:15 - 12/09/2024 11:30","Spain (ES)","29508.00","28834.00"
"12/09/2024 11:30 - 12/09/2024 11:45","Spain (ES)","29432.00","28823.00"
"12/09/2024 11:45 - 12/09/2024 12:00","Spain (ES)","29512.00","28849.00"
"12/09/2024 12:00 - 12/09/2024 12:15","Spain (ES)","29500.00","28864.00"
"12/09/2024 12:15 - 12/09/2024 12:30","Spain (ES)","29744.00","28946.00"
"12/09/2024 12:30 - 12/09/2024 12:45","Spain (ES)","29776.00","29046.00"
"12/09/2024 12:45 - 12/09/2024 13:00","Spain (ES)","29776.00","29144.00"
"12/09/2024 13:00 - 12/09/2024 13:15","Spain (ES)","29816.00","29317.00"
"12/09/2024 13:15 - 12/09/2024 13:30","Spain (ES)","29816.00","29348.00"
"12/09/2024 13:30 - 12/09/2024 13:45","Spain (ES)","29940.00","29317.00"
"12/09/2024 13:45 - 12/09/2024 14:00","Spain (ES)","29924.00","29235.00"
"12/09/2024 14:00 - 12/09/2024 14:15","Spain (ES)","29752.00","29148.00"
"12/09/2024 14:15 - 12/09/2024 14:30","Spain (ES)","29364.00","29005.00"
"12/09/2024 14:30 - 12/09/2024 14:45","Spain (ES)","29816.00","28855.00"
"12/09/2024 14:45 - 12/09/2024 15:00","Spain (ES)","29532.00","28711.00"
"12/09/2024 15:00 - 12/09/2024 15:15","Spain (ES)","29208.00","28512.00"
"12/09/2024 15:15 - 12/09/2024 15:30","Spain (ES)","29216.00","28420.00"
"12/09/2024 15:30 - 12/09/2024 15:45","Spain (ES)","29076.00","28374.00"
"12/09/2024 15:45 - 12/09/2024 16:00","Spain (ES)","28956.00","28377.00"
"12/09/2024 16:00 - 12/09/2024 16:15","Spain (ES)","28812.00","28326.00"
"12/09/2024 16:15 - 12/09/2024 16:30","Spain (ES)","28716.00","28443.00"
"12/09/2024 16:30 - 12/09/2024 16:45","Spain (ES)","28684.00","28618.00"
"12/09/2024 16:45 - 12/09/2024 17:00","Spain (ES)","28876.00","28826.00"
"12/09/2024 17:00 - 12/09/2024 17:15","Spain (ES)","28880.00","29104.00"
"12/09/2024 17:15 - 12/09/2024 17:30","Spain (ES)","28980.00","29294.00"
"12/09/2024 17:30 - 12/09/2024 17:45","Spain (ES)","29244.00","29438.00"
"12/09/2024 17:45 - 12/09/2024 18:00","Spain (ES)","29588.00","29538.00"
"12/09/2024 18:00 - 12/09/2024 18:15","Spain (ES)","29500.00","29634.00"
"12/09/2024 18:15 - 12/09/2024 18:30","Spain (ES)","29440.00","29677.00"
"12/09/2024 18:30 - 12/09/2024 18:45","Spain (ES)","29532.00","29711.00"
"12/09/2024 18:45 - 12/09/2024 19:00","Spain (ES)","29548.00","29768.00"
"12/09/2024 19:00 - 12/09/2024 19:15","Spain (ES)","29828.00","29699.00"
"12/09/2024 19:15 - 12/09/2024 19:30","Spain (ES)","29992.00","29910.00"
"12/09/2024 19:30 - 12/09/2024 19:45","Spain (ES)","29920.00","30235.00"
"12/09/2024 19:45 - 12/09/2024 20:00","Spain (ES)","30068.00","30624.00"
"12/09/2024 20:00 - 12/09/2024 20:15","Spain (ES)","30324.00","31204.00"
"12/09/2024 20:15 - 12/09/2024 20:30","Spain (ES)","30416.00","31522.00"
"12/09/2024 20:30 - 12/09/2024 20:45","Spain (ES)","31156.00","31711.00"
"12/09/2024 20:45 - 12/09/2024 21:00","Spain (ES)","31864.00","31742.00"
"12/09/2024 21:00 - 12/09/2024 21:15","Spain (ES)","32248.00","31985.00"
"12/09/2024 21:15 - 12/09/2024 21:30","Spain (ES)","32344.00","31636.00"
"12/09/2024 21:30 - 12/09/2024 21:45","Spain (ES)","32132.00","31081.00"
"12/09/2024 21:45 - 12/09/2024 22:00","Spain (ES)","31484.00","30382.00"
"12/09/2024 22:00 - 12/09/2024 22:15","Spain (ES)","30684.00","29587.00"
"12/09/2024 22:15 - 12/09/2024 22:30","Spain (ES)","29764.00","28833.00"
"12/09/2024 22:30 - 12/09/2024 22:45","Spain (ES)","28928.00","28152.00"
"12/09/2024 22:45 - 12/09/2024 23:00","Spain (ES)","28264.00","27549.00"
"12/09/2024 23:00 - 12/09/2024 23:15","Spain (ES)","27732.00","26927.00"
"12/09/2024 23:15 - 12/09/2024 23:30","Spain (ES)","27096.00","26447.00"
"12/09/2024 23:30 - 12/09/2024 23:45","Spain (ES)","26632.00","26011.00"
"12/09/2024 23:45 - 13/09/2024 00:00","Spain (ES)","26112.00","25617.00"
"13/09/2024 00:00 - 13/09/2024 00:15","Spain (ES)","25508.00","25457.00"
"13/09/2024 00:15 - 13/09/2024 00:30","Spain (ES)","25308.00","25196.00"
"13/09/2024 00:30 - 13/09/2024 00:45","Spain (ES)","25356.00","24923.00"
"13/09/2024 00:45 - 13/09/2024 01:00","Spain (ES)","24924.00","24639.00"
"13/09/2024 01:00 - 13/09/2024 01:15","Spain (ES)","24348.00","24343.00"
"13/09/2024 01:15 - 13/09/2024 01:30","Spain (ES)","24132.00","24062.00"
"13/09/2024 01:30 - 13/09/2024 01:45","Spain (ES)","23996.00","23794.00"
"13/09/2024 01:45 - 13/09/2024 02:00","Spain (ES)","23764.00","23545.00"
"13/09/2024 02:00 - 13/09/2024 02:15","Spain (ES)","23448.00","23259.00"
"13/09/2024 02:15 - 13/09/2024 02:30","Spain (ES)","23120.00","23070.00"
"13/09/2024 02:30 - 13/09/2024 02:45","Spain (ES)","23044.00","22917.00"
"13/09/2024 02:45 - 13/09/2024 03:00","Spain (ES)","22888.00","22798.00"
"13/09/2024 03:00 - 13/09/2024 03:15","Spain (ES)","22660.00","22669.00"
"13/09/2024 03:15 - 13/09/2024 03:30","Spain (ES)","22584.00","22600.00"
"13/09/2024 03:30 - 13/09/2024 03:45","Spain (ES)","22456.00","22548.00"
"13/09/2024 03:45 - 13/09/2024 04:00","Spain (ES)","22320.00","22508.00"
"13/09/2024 04:00 - 13/09/2024 04:15","Spain (ES)","22280.00","22454.00"
"13/09/2024 04:15 - 13/09/2024 04:30","Spain (ES)","22248.00","22429.00"
"13/09/2024 04:30 - 13/09/2024 04:45","Spain (ES)","22228.00","22413.00"
"13/09/2024 04:45 - 13/09/2024 05:00","Spain (ES)","22200.00","22437.00"
"13/09/2024 05:00 - 13/09/2024 05:15","Spain (ES)","22212.00","22299.00"
"13/09/2024 05:15 - 13/09/2024 05:30","Spain (ES)","22336.00","22515.00"
"13/09/2024 05:30 - 13/09/2024 05:45","Spain (ES)","22484.00","22874.00"
"13/09/2024 05:45 - 13/09/2024 06:00","Spain (ES)","22556.00","23362.00"
"13/09/2024 06:00 - 13/09/2024 06:15","Spain (ES)","22788.00","23851.00"
"13/09/2024 06:15 - 13/09/2024 06:30","Spain (ES)","23980.00","24527.00"
"13/09/2024 06:30 - 13/09/2024 06:45","Spain (ES)","24620.00","25258.00"
"13/09/2024 06:45 - 13/09/2024 07:00","Spain (ES)","25076.00","25993.00"
"13/09/2024 07:00 - 13/09/2024 07:15","Spain (ES)","25700.00","26947.00"
"13/09/2024 07:15 - 13/09/2024 07:30","Spain (ES)","26792.00","27530.00"
"13/09/2024 07:30 - 13/09/2024 07:45","Spain (ES)","27528.00","27964.00"
"13/09/2024 07:45 - 13/09/2024 08:00","Spain (ES)","28104.00","28268.00"
"13/09/2024 08:00 - 13/09/2024 08:15","Spain (ES)","28116.00","28587.00"
"13/09/2024 08:15 - 13/09/2024 08:30","Spain (ES)","28344.00","28732.00"
"13/09/2024 08:30 - 13/09/2024 08:45","Spain (ES)","28624.00","28841.00"
"13/09/2024 08:45 - 13/09/2024 09:00","Spain (ES)","28664.00","28925.00"
"13/09/2024 09:00 - 13/09/2024 09:15","Spain (ES)","28648.00","29022.00"
"13/09/2024 09:15 - 13/09/2024 09:30","Spain (ES)","28584.00","29061.00"
"13/09/2024 09:30 - 13/09/2024 09:45","Spain (ES)","28748.00","29081.00"
"13/09/2024 09:45 - 13/09/2024 10:00","Spain (ES)","28604.00","29086.00"
"13/09/2024 10:00 - 13/09/2024 10:15","Spain (ES)","28452.00","29097.00"
"13/09/2024 10:15 - 13/09/2024 10:30","Spain (ES)","28348.00","29076.00"
"13/09/2024 10:30 - 13/09/2024 10:45","Spain (ES)","28492.00","29046.00"
"13/09/2024 10:45 - 13/09/2024 11:00","Spain (ES)","28508.00","29013.00"
"13/09/2024 11:00 - 13/09/2024 11:15","Spain (ES)","28344.00","28961.00"
"13/09/2024 11:15 - 13/09/2024 11:30","Spain (ES)","28060.00","28938.00"
"13/09/2024 11:30 - 13/09/2024 11:45","Spain (ES)","27972.00","28927.00"
"13/09/2024 11:45 - 13/09/2024 12:00","Spain (ES)","28036.00","28933.00"
"13/09/2024 12:00 - 13/09/2024 12:15","Spain (ES)","27988.00","28924.00"
"13/09/2024 12:15 - 13/09/2024 12:30","Spain (ES)","27860.00","28967.00"
"13/09/2024 12:30 - 13/09/2024 12:45","Spain (ES)","27928.00","29027.00"
"13/09/2024 12:45 - 13/09/2024 13:00","Spain (ES)","27896.00","29083.00"
"13/09/2024 13:00 - 13/09/2024 13:15","Spain (ES)","27912.00","29227.00"
"13/09/2024 13:15 - 13/09/2024 13:30","Spain (ES)","28040.00","29199.00"
"13/09/2024 13:30 - 13/09/2024 13:45","Spain (ES)","27860.00","29099.00"
"13/09/2024 13:45 - 13/09/2024 14:00","Spain (ES)","27860.00","28938.00"
"13/09/2024 14:00 - 13/09/2024 14:15","Spain (ES)","27620.00","28764.00"
"13/09/2024 14:15 - 13/09/2024 14:30","Spain (ES)","27248.00","28546.00"
"13/09/2024 14:30 - 13/09/2024 14:45","Spain (ES)","27372.00","28329.00"
"13/09/2024 14:45 - 13/09/2024 15:00","Spain (ES)","27100.00","28120.00"
"13/09/2024 15:00 - 13/09/2024 15:15","Spain (ES)","26864.00","27876.00"
"13/09/2024 15:15 - 13/09/2024 15:30","Spain (ES)","26520.00","27705.00"
"13/09/2024 15:30 - 13/09/2024 15:45","Spain (ES)","26316.00","27563.00"
"13/09/2024 15:45 - 13/09/2024 16:00","Spain (ES)","26300.00","27465.00"
"13/09/2024 16:00 - 13/09/2024 16:15","Spain (ES)","26208.00","27281.00"
"13/09/2024 16:15 - 13/09/2024 16:30","Spain (ES)","26152.00","27317.00"
"13/09/2024 16:30 - 13/09/2024 16:45","Spain (ES)","26204.00","27435.00"
"13/09/2024 16:45 - 13/09/2024 17:00","Spain (ES)","26284.00","27607.00"
"13/09/2024 17:00 - 13/09/2024 17:15","Spain (ES)","26476.00","27849.00"
"13/09/2024 17:15 - 13/09/2024 17:30","Spain (ES)","26552.00","28021.00"
"13/09/2024 17:30 - 13/09/2024 17:45","Spain (ES)","26812.00","28147.00"
"13/09/2024 17:45 - 13/09/2024 18:00","Spain (ES)","27136.00","28237.00"
"13/09/2024 18:00 - 13/09/2024 18:15","Spain (ES)","27436.00","28292.00"
"13/09/2024 18:15 - 13/09/2024 18:30","Spain (ES)","27512.00","28365.00"
"13/09/2024 18:30 - 13/09/2024 18:45","Spain (ES)","27852.00","28457.00"
"13/09/2024 18:45 - 13/09/2024 19:00","Spain (ES)","27980.00","28584.00"
"13/09/2024 19:00 - 13/09/2024 19:15","Spain (ES)","28000.00","28640.00"
"13/09/2024 19:15 - 13/09/2024 19:30","Spain (ES)","28364.00","28881.00"
"13/09/2024 19:30 - 13/09/2024 19:45","Spain (ES)","28456.00","29193.00"
"13/09/2024 19:45 - 13/09/2024 20:00","Spain (ES)","28596.00","29541.00"
"13/09/2024 20:00 - 13/09/2024 20:15","Spain (ES)","28624.00","30031.00"
"13/09/2024 20:15 - 13/09/2024 20:30","Spain (ES)","29000.00","30318.00"
"13/09/2024 20:30 - 13/09/2024 20:45","Spain (ES)","29644.00","30507.00"
"13/09/2024 20:45 - 13/09/2024 21:00","Spain (ES)","30288.00","30565.00"
"13/09/2024 21:00 - 13/09/2024 21:15","Spain (ES)","30632.00","30851.00"
"13/09/2024 21:15 - 13/09/2024 21:30","Spain (ES)","30536.00","30544.00"
"13/09/2024 21:30 - 13/09/2024 21:45","Spain (ES)","30348.00","30025.00"
"13/09/2024 21:45 - 13/09/2024 22:00","Spain (ES)","29632.00","29354.00"
"13/09/2024 22:00 - 13/09/2024 22:15","Spain (ES)","28768.00","28577.00"
"13/09/2024 22:15 - 13/09/2024 22:30","Spain (ES)","27980.00","27848.00"
"13/09/2024 22:30 - 13/09/2024 22:45","Spain (ES)","27504.00","27196.00"
"13/09/2024 22:45 - 13/09/2024 23:00","Spain (ES)","26944.00","26630.00"
"13/09/2024 23:00 - 13/09/2024 23:15","Spain (ES)","26276.00","26022.00"
"13/09/2024 23:15 - 13/09/2024 23:30","Spain (ES)","25712.00","25615.00"
"13/09/2024 23:30 - 13/09/2024 23:45","Spain (ES)","25388.00","25275.00"
"13/09/2024 23:45 - 14/09/2024 00:00","Spain (ES)","24720.00","24980.00"
"14/09/2024 00:00 - 14/09/2024 00:15","Spain (ES)","24344.00","24483.00"
"14/09/2024 00:15 - 14/09/2024 00:30","Spain (ES)","24328.00","24195.00"
"14/09/2024 00:30 - 14/09/2024 00:45","Spain (ES)","24244.00","23899.00"
"14/09/2024 00:45 - 14/09/2024 01:00","Spain (ES)","23924.00","23601.00"
"14/09/2024 01:00 - 14/09/2024 01:15","Spain (ES)","23572.00","23285.00"
"14/09/2024 01:15 - 14/09/2024 01:30","Spain (ES)","23152.00","23006.00"
"14/09/2024 01:30 - 14/09/2024 01:45","Spain (ES)","22888.00","22748.00"
"14/09/2024 01:45 - 14/09/2024 02:00","Spain (ES)","22644.00","22509.00"
"14/09/2024 02:00 - 14/09/2024 02:15","Spain (ES)","22296.00","22261.00"
"14/09/2024 02:15 - 14/09/2024 02:30","Spain (ES)","22272.00","22056.00"
"14/09/2024 02:30 - 14/09/2024 02:45","Spain (ES)","22032.00","21866.00"
"14/09/2024 02:45 - 14/09/2024 03:00","Spain (ES)","21632.00","21691.00"
"14/09/2024 03:00 - 14/09/2024 03:15","Spain (ES)","21628.00","21499.00"
"14/09/2024 03:15 - 14/09/2024 03:30","Spain (ES)","21556.00","21361.00"
"14/09/2024 03:30 - 14/09/2024 03:45","Spain (ES)","21240.00","21243.00"
"14/09/2024 03:45 - 14/09/2024 04:00","Spain (ES)","21088.00","21139.00"
"14/09/2024 04:00 - 14/09/2024 04:15","Spain (ES)","20880.00","21038.00"
"14/09/2024 04:15 - 14/09/2024 04:30","Spain (ES)","20880.00","20944.00"
"14/09/2024 04:30 - 14/09/2024 04:45","Spain (ES)","20928.00","20849.00"
"14/09/2024 04:45 - 14/09/2024 05:00","Spain (ES)","20788.00","20768.00"
"14/09/2024 05:00 - 14/09/2024 05:15","Spain (ES)","20624.00","20612.00"
"14/09/2024 05:15 - 14/09/2024 05:30","Spain (ES)","20692.00","20612.00"
"14/09/2024 05:30 - 14/09/2024 05:45","Spain (ES)","20720.00","20675.00"
"14/09/2024 05:45 - 14/09/2024 06:00","Spain (ES)","20584.00","20798.00"
"14/09/2024 06:00 - 14/09/2024 06:15","Spain (ES)","20620.00","20900.00"
"14/09/2024 06:15 - 14/09/2024 06:30","Spain (ES)","20880.00","21117.00"
"14/09/2024 06:30 - 14/09/2024 06:45","Spain (ES)","20996.00","21366.00"
"14/09/2024 06:45 - 14/09/2024 07:00","Spain (ES)","21276.00","21628.00"
"14/09/2024 07:00 - 14/09/2024 07:15","Spain (ES)","21432.00","21955.00"
"14/09/2024 07:15 - 14/09/2024 07:30","Spain (ES)","21812.00","22173.00"
"14/09/2024 07:30 - 14/09/2024 07:45","Spain (ES)","22128.00","22342.00"
"14/09/2024 07:45 - 14/09/2024 08:00","Spain (ES)","22288.00","22482.00"
"14/09/2024 08:00 - 14/09/2024 08:15","Spain (ES)","22124.00","22563.00"
"14/09/2024 08:15 - 14/09/2024 08:30","Spain (ES)","22304.00","22731.00"
"14/09/2024 08:30 - 14/09/2024 08:45","Spain (ES)","22728.00","22947.00"
"14/09/2024 08:45 - 14/09/2024 09:00","Spain (ES)","22796.00","23194.00"
"14/09/2024 09:00 - 14/09/2024 09:15","Spain (ES)","23024.00","23508.00"
