"MTU","Out Area","In Area","Physical Flow (MW)"
"04/11/2024 01:00:00 - 04/11/2024 02:00:00","Spain (ES)","France (FR)","262.30"
"04/11/2024 01:00:00 - 04/11/2024 02:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 01:00:00 - 04/11/2024 02:00:00","Spain (ES)","Portugal (PT)","1007.17"
"04/11/2024 01:00:00 - 04/11/2024 02:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/11/2024 02:00:00 - 04/11/2024 03:00:00","Spain (ES)","France (FR)","306.64"
"04/11/2024 02:00:00 - 04/11/2024 03:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 02:00:00 - 04/11/2024 03:00:00","Spain (ES)","Portugal (PT)","1519.92"
"04/11/2024 02:00:00 - 04/11/2024 03:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/11/2024 03:00:00 - 04/11/2024 04:00:00","Spain (ES)","France (FR)","0.00"
"04/11/2024 03:00:00 - 04/11/2024 04:00:00","France (FR)","Spain (ES)","882.22"
"04/11/2024 03:00:00 - 04/11/2024 04:00:00","Spain (ES)","Portugal (PT)","2421.10"
"04/11/2024 03:00:00 - 04/11/2024 04:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/11/2024 04:00:00 - 04/11/2024 05:00:00","Spain (ES)","France (FR)","0.00"
"04/11/2024 04:00:00 - 04/11/2024 05:00:00","France (FR)","Spain (ES)","1646.18"
"04/11/2024 04:00:00 - 04/11/2024 05:00:00","Spain (ES)","Portugal (PT)","2476.16"
"04/11/2024 04:00:00 - 04/11/2024 05:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/11/2024 05:00:00 - 04/11/2024 06:00:00","Spain (ES)","France (FR)","0.00"
"04/11/2024 05:00:00 - 04/11/2024 06:00:00","France (FR)","Spain (ES)","1702.75"
"04/11/2024 05:00:00 - 04/11/2024 06:00:00","Spain (ES)","Portugal (PT)","1970.81"
"04/11/2024 05:00:00 - 04/11/2024 06:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/11/2024 06:00:00 - 04/11/2024 07:00:00","Spain (ES)","France (FR)","0.00"
"04/11/2024 06:00:00 - 04/11/2024 07:00:00","France (FR)","Spain (ES)","808.75"
"04/11/2024 06:00:00 - 04/11/2024 07:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/11/2024 06:00:00 - 04/11/2024 07:00:00","Portugal (PT)","Spain (ES)","46.94"
"04/11/2024 07:00:00 - 04/11/2024 08:00:00","Spain (ES)","France (FR)","0.00"
"04/11/2024 07:00:00 - 04/11/2024 08:00:00","France (FR)","Spain (ES)","247.40"
"04/11/2024 07:00:00 - 04/11/2024 08:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/11/2024 07:00:00 - 04/11/2024 08:00:00","Portugal (PT)","Spain (ES)","1933.96"
"04/11/2024 08:00:00 - 04/11/2024 09:00:00","Spain (ES)","France (FR)","1036.67"
"04/11/2024 08:00:00 - 04/11/2024 09:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 08:00:00 - 04/11/2024 09:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/11/2024 08:00:00 - 04/11/2024 09:00:00","Portugal (PT)","Spain (ES)","2532.91"
"04/11/2024 09:00:00 - 04/11/2024 10:00:00","Spain (ES)","France (FR)","1694.15"
"04/11/2024 09:00:00 - 04/11/2024 10:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 09:00:00 - 04/11/2024 10:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/11/2024 09:00:00 - 04/11/2024 10:00:00","Portugal (PT)","Spain (ES)","2125.34"
"04/11/2024 10:00:00 - 04/11/2024 11:00:00","Spain (ES)","France (FR)","1104.85"
"04/11/2024 10:00:00 - 04/11/2024 11:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 10:00:00 - 04/11/2024 11:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/11/2024 10:00:00 - 04/11/2024 11:00:00","Portugal (PT)","Spain (ES)","109.93"
"04/11/2024 11:00:00 - 04/11/2024 12:00:00","Spain (ES)","France (FR)","983.29"
"04/11/2024 11:00:00 - 04/11/2024 12:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 11:00:00 - 04/11/2024 12:00:00","Spain (ES)","Portugal (PT)","870.89"
"04/11/2024 11:00:00 - 04/11/2024 12:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/11/2024 12:00:00 - 04/11/2024 13:00:00","Spain (ES)","France (FR)","657.60"
"04/11/2024 12:00:00 - 04/11/2024 13:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 12:00:00 - 04/11/2024 13:00:00","Spain (ES)","Portugal (PT)","1567.43"
"04/11/2024 12:00:00 - 04/11/2024 13:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/11/2024 13:00:00 - 04/11/2024 14:00:00","Spain (ES)","France (FR)","673.14"
"04/11/2024 13:00:00 - 04/11/2024 14:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 13:00:00 - 04/11/2024 14:00:00","Spain (ES)","Portugal (PT)","1821.31"
"04/11/2024 13:00:00 - 04/11/2024 14:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/11/2024 14:00:00 - 04/11/2024 15:00:00","Spain (ES)","France (FR)","115.42"
"04/11/2024 14:00:00 - 04/11/2024 15:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 14:00:00 - 04/11/2024 15:00:00","Spain (ES)","Portugal (PT)","2376.24"
"04/11/2024 14:00:00 - 04/11/2024 15:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/11/2024 15:00:00 - 04/11/2024 16:00:00","Spain (ES)","France (FR)","981.46"
"04/11/2024 15:00:00 - 04/11/2024 16:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 15:00:00 - 04/11/2024 16:00:00","Spain (ES)","Portugal (PT)","1670.45"
"04/11/2024 15:00:00 - 04/11/2024 16:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/11/2024 16:00:00 - 04/11/2024 17:00:00","Spain (ES)","France (FR)","1003.87"
"04/11/2024 16:00:00 - 04/11/2024 17:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 16:00:00 - 04/11/2024 17:00:00","Spain (ES)","Portugal (PT)","1215.92"
"04/11/2024 16:00:00 - 04/11/2024 17:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/11/2024 17:00:00 - 04/11/2024 18:00:00","Spain (ES)","France (FR)","1136.91"
"04/11/2024 17:00:00 - 04/11/2024 18:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 17:00:00 - 04/11/2024 18:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/11/2024 17:00:00 - 04/11/2024 18:00:00","Portugal (PT)","Spain (ES)","505.75"
"04/11/2024 18:00:00 - 04/11/2024 19:00:00","Spain (ES)","France (FR)","1443.50"
"04/11/2024 18:00:00 - 04/11/2024 19:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 18:00:00 - 04/11/2024 19:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/11/2024 18:00:00 - 04/11/2024 19:00:00","Portugal (PT)","Spain (ES)","1629.77"
"04/11/2024 19:00:00 - 04/11/2024 20:00:00","Spain (ES)","France (FR)","678.11"
"04/11/2024 19:00:00 - 04/11/2024 20:00:00","France (FR)","Spain (ES)","0.00"
"04/11/2024 19:00:00 - 04/11/2024 20:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/11/2024 19:00:00 - 04/11/2024 20:00:00","Portugal (PT)","Spain (ES)","1715.42"
"04/11/2024 20:00:00 - 04/11/2024 21:00:00","Spain (ES)","France (FR)","0.00"
"04/11/2024 20:00:00 - 04/11/2024 21:00:00","France (FR)","Spain (ES)","1984.62"
"04/11/2024 20:00:00 - 04/11/2024 21:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/11/2024 20:00:00 - 04/11/2024 21:00:00","Portugal (PT)","Spain (ES)","1252.55"
"04/11/2024 21:00:00 - 04/11/2024 22:00:00","Spain (ES)","France (FR)","0.00"
"04/11/2024 21:00:00 - 04/11/2024 22:00:00","France (FR)","Spain (ES)","3171.85"
"04/11/2024 21:00:00 - 04/11/2024 22:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/11/2024 21:00:00 - 04/11/2024 22:00:00","Portugal (PT)","Spain (ES)","888.00"
"04/11/2024 22:00:00 - 04/11/2024 23:00:00","Spain (ES)","France (FR)","0.00"
"04/11/2024 22:00:00 - 04/11/2024 23:00:00","France (FR)","Spain (ES)","2963.10"
"04/11/2024 22:00:00 - 04/11/2024 23:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/11/2024 22:00:00 - 04/11/2024 23:00:00","Portugal (PT)","Spain (ES)","238.63"
"04/11/2024 23:00:00 - 05/11/2024 00:00:00","Spain (ES)","France (FR)","0.00"
"04/11/2024 23:00:00 - 05/11/2024 00:00:00","France (FR)","Spain (ES)","2850.19"
"04/11/2024 23:00:00 - 05/11/2024 00:00:00","Spain (ES)","Portugal (PT)","493.21"
"04/11/2024 23:00:00 - 05/11/2024 00:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 00:00:00 - 05/11/2024 01:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 00:00:00 - 05/11/2024 01:00:00","France (FR)","Spain (ES)","2257.47"
"05/11/2024 00:00:00 - 05/11/2024 01:00:00","Spain (ES)","Portugal (PT)","942.25"
"05/11/2024 00:00:00 - 05/11/2024 01:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 01:00:00 - 05/11/2024 02:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 01:00:00 - 05/11/2024 02:00:00","France (FR)","Spain (ES)","2011.97"
"05/11/2024 01:00:00 - 05/11/2024 02:00:00","Spain (ES)","Portugal (PT)","1258.54"
"05/11/2024 01:00:00 - 05/11/2024 02:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 02:00:00 - 05/11/2024 03:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 02:00:00 - 05/11/2024 03:00:00","France (FR)","Spain (ES)","2031.96"
"05/11/2024 02:00:00 - 05/11/2024 03:00:00","Spain (ES)","Portugal (PT)","1390.07"
"05/11/2024 02:00:00 - 05/11/2024 03:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 03:00:00 - 05/11/2024 04:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 03:00:00 - 05/11/2024 04:00:00","France (FR)","Spain (ES)","1998.45"
"05/11/2024 03:00:00 - 05/11/2024 04:00:00","Spain (ES)","Portugal (PT)","1293.73"
"05/11/2024 03:00:00 - 05/11/2024 04:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 04:00:00 - 05/11/2024 05:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 04:00:00 - 05/11/2024 05:00:00","France (FR)","Spain (ES)","3109.48"
"05/11/2024 04:00:00 - 05/11/2024 05:00:00","Spain (ES)","Portugal (PT)","1325.97"
"05/11/2024 04:00:00 - 05/11/2024 05:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 05:00:00 - 05/11/2024 06:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 05:00:00 - 05/11/2024 06:00:00","France (FR)","Spain (ES)","3278.07"
"05/11/2024 05:00:00 - 05/11/2024 06:00:00","Spain (ES)","Portugal (PT)","1160.88"
"05/11/2024 05:00:00 - 05/11/2024 06:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 06:00:00 - 05/11/2024 07:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 06:00:00 - 05/11/2024 07:00:00","France (FR)","Spain (ES)","3317.28"
"05/11/2024 06:00:00 - 05/11/2024 07:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/11/2024 06:00:00 - 05/11/2024 07:00:00","Portugal (PT)","Spain (ES)","79.69"
"05/11/2024 07:00:00 - 05/11/2024 08:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 07:00:00 - 05/11/2024 08:00:00","France (FR)","Spain (ES)","1748.75"
"05/11/2024 07:00:00 - 05/11/2024 08:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/11/2024 07:00:00 - 05/11/2024 08:00:00","Portugal (PT)","Spain (ES)","1998.09"
"05/11/2024 08:00:00 - 05/11/2024 09:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 08:00:00 - 05/11/2024 09:00:00","France (FR)","Spain (ES)","802.82"
"05/11/2024 08:00:00 - 05/11/2024 09:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/11/2024 08:00:00 - 05/11/2024 09:00:00","Portugal (PT)","Spain (ES)","2465.36"
"05/11/2024 09:00:00 - 05/11/2024 10:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 09:00:00 - 05/11/2024 10:00:00","France (FR)","Spain (ES)","970.49"
"05/11/2024 09:00:00 - 05/11/2024 10:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/11/2024 09:00:00 - 05/11/2024 10:00:00","Portugal (PT)","Spain (ES)","823.27"
"05/11/2024 10:00:00 - 05/11/2024 11:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 10:00:00 - 05/11/2024 11:00:00","France (FR)","Spain (ES)","920.92"
"05/11/2024 10:00:00 - 05/11/2024 11:00:00","Spain (ES)","Portugal (PT)","944.98"
"05/11/2024 10:00:00 - 05/11/2024 11:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 11:00:00 - 05/11/2024 12:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 11:00:00 - 05/11/2024 12:00:00","France (FR)","Spain (ES)","1100.60"
"05/11/2024 11:00:00 - 05/11/2024 12:00:00","Spain (ES)","Portugal (PT)","2227.13"
"05/11/2024 11:00:00 - 05/11/2024 12:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 12:00:00 - 05/11/2024 13:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 12:00:00 - 05/11/2024 13:00:00","France (FR)","Spain (ES)","1386.92"
"05/11/2024 12:00:00 - 05/11/2024 13:00:00","Spain (ES)","Portugal (PT)","2953.47"
"05/11/2024 12:00:00 - 05/11/2024 13:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 13:00:00 - 05/11/2024 14:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 13:00:00 - 05/11/2024 14:00:00","France (FR)","Spain (ES)","744.08"
"05/11/2024 13:00:00 - 05/11/2024 14:00:00","Spain (ES)","Portugal (PT)","2599.71"
"05/11/2024 13:00:00 - 05/11/2024 14:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 14:00:00 - 05/11/2024 15:00:00","Spain (ES)","France (FR)","216.94"
"05/11/2024 14:00:00 - 05/11/2024 15:00:00","France (FR)","Spain (ES)","0.00"
"05/11/2024 14:00:00 - 05/11/2024 15:00:00","Spain (ES)","Portugal (PT)","2000.78"
"05/11/2024 14:00:00 - 05/11/2024 15:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 15:00:00 - 05/11/2024 16:00:00","Spain (ES)","France (FR)","715.24"
"05/11/2024 15:00:00 - 05/11/2024 16:00:00","France (FR)","Spain (ES)","0.00"
"05/11/2024 15:00:00 - 05/11/2024 16:00:00","Spain (ES)","Portugal (PT)","2093.15"
"05/11/2024 15:00:00 - 05/11/2024 16:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 16:00:00 - 05/11/2024 17:00:00","Spain (ES)","France (FR)","1025.60"
"05/11/2024 16:00:00 - 05/11/2024 17:00:00","France (FR)","Spain (ES)","0.00"
"05/11/2024 16:00:00 - 05/11/2024 17:00:00","Spain (ES)","Portugal (PT)","1585.80"
"05/11/2024 16:00:00 - 05/11/2024 17:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 17:00:00 - 05/11/2024 18:00:00","Spain (ES)","France (FR)","1048.09"
"05/11/2024 17:00:00 - 05/11/2024 18:00:00","France (FR)","Spain (ES)","0.00"
"05/11/2024 17:00:00 - 05/11/2024 18:00:00","Spain (ES)","Portugal (PT)","25.66"
"05/11/2024 17:00:00 - 05/11/2024 18:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 18:00:00 - 05/11/2024 19:00:00","Spain (ES)","France (FR)","911.22"
"05/11/2024 18:00:00 - 05/11/2024 19:00:00","France (FR)","Spain (ES)","0.00"
"05/11/2024 18:00:00 - 05/11/2024 19:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/11/2024 18:00:00 - 05/11/2024 19:00:00","Portugal (PT)","Spain (ES)","847.41"
"05/11/2024 19:00:00 - 05/11/2024 20:00:00","Spain (ES)","France (FR)","92.65"
"05/11/2024 19:00:00 - 05/11/2024 20:00:00","France (FR)","Spain (ES)","0.00"
"05/11/2024 19:00:00 - 05/11/2024 20:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/11/2024 19:00:00 - 05/11/2024 20:00:00","Portugal (PT)","Spain (ES)","658.30"
"05/11/2024 20:00:00 - 05/11/2024 21:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 20:00:00 - 05/11/2024 21:00:00","France (FR)","Spain (ES)","2433.46"
"05/11/2024 20:00:00 - 05/11/2024 21:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/11/2024 20:00:00 - 05/11/2024 21:00:00","Portugal (PT)","Spain (ES)","171.56"
"05/11/2024 21:00:00 - 05/11/2024 22:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 21:00:00 - 05/11/2024 22:00:00","France (FR)","Spain (ES)","3215.23"
"05/11/2024 21:00:00 - 05/11/2024 22:00:00","Spain (ES)","Portugal (PT)","428.34"
"05/11/2024 21:00:00 - 05/11/2024 22:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 22:00:00 - 05/11/2024 23:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 22:00:00 - 05/11/2024 23:00:00","France (FR)","Spain (ES)","3242.59"
"05/11/2024 22:00:00 - 05/11/2024 23:00:00","Spain (ES)","Portugal (PT)","908.33"
"05/11/2024 22:00:00 - 05/11/2024 23:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/11/2024 23:00:00 - 06/11/2024 00:00:00","Spain (ES)","France (FR)","0.00"
"05/11/2024 23:00:00 - 06/11/2024 00:00:00","France (FR)","Spain (ES)","2733.27"
"05/11/2024 23:00:00 - 06/11/2024 00:00:00","Spain (ES)","Portugal (PT)","1529.20"
"05/11/2024 23:00:00 - 06/11/2024 00:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 00:00:00 - 06/11/2024 01:00:00","Spain (ES)","France (FR)","0.00"
"06/11/2024 00:00:00 - 06/11/2024 01:00:00","France (FR)","Spain (ES)","2944.77"
"06/11/2024 00:00:00 - 06/11/2024 01:00:00","Spain (ES)","Portugal (PT)","430.54"
"06/11/2024 00:00:00 - 06/11/2024 01:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 01:00:00 - 06/11/2024 02:00:00","Spain (ES)","France (FR)","0.00"
"06/11/2024 01:00:00 - 06/11/2024 02:00:00","France (FR)","Spain (ES)","3202.76"
"06/11/2024 01:00:00 - 06/11/2024 02:00:00","Spain (ES)","Portugal (PT)","492.44"
"06/11/2024 01:00:00 - 06/11/2024 02:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 02:00:00 - 06/11/2024 03:00:00","Spain (ES)","France (FR)","0.00"
"06/11/2024 02:00:00 - 06/11/2024 03:00:00","France (FR)","Spain (ES)","3159.23"
"06/11/2024 02:00:00 - 06/11/2024 03:00:00","Spain (ES)","Portugal (PT)","566.63"
"06/11/2024 02:00:00 - 06/11/2024 03:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 03:00:00 - 06/11/2024 04:00:00","Spain (ES)","France (FR)","0.00"
"06/11/2024 03:00:00 - 06/11/2024 04:00:00","France (FR)","Spain (ES)","3073.25"
"06/11/2024 03:00:00 - 06/11/2024 04:00:00","Spain (ES)","Portugal (PT)","830.77"
"06/11/2024 03:00:00 - 06/11/2024 04:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 04:00:00 - 06/11/2024 05:00:00","Spain (ES)","France (FR)","0.00"
"06/11/2024 04:00:00 - 06/11/2024 05:00:00","France (FR)","Spain (ES)","3156.61"
"06/11/2024 04:00:00 - 06/11/2024 05:00:00","Spain (ES)","Portugal (PT)","1227.05"
"06/11/2024 04:00:00 - 06/11/2024 05:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 05:00:00 - 06/11/2024 06:00:00","Spain (ES)","France (FR)","0.00"
"06/11/2024 05:00:00 - 06/11/2024 06:00:00","France (FR)","Spain (ES)","2970.25"
"06/11/2024 05:00:00 - 06/11/2024 06:00:00","Spain (ES)","Portugal (PT)","971.35"
"06/11/2024 05:00:00 - 06/11/2024 06:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 06:00:00 - 06/11/2024 07:00:00","Spain (ES)","France (FR)","0.00"
"06/11/2024 06:00:00 - 06/11/2024 07:00:00","France (FR)","Spain (ES)","3076.00"
"06/11/2024 06:00:00 - 06/11/2024 07:00:00","Spain (ES)","Portugal (PT)","186.26"
"06/11/2024 06:00:00 - 06/11/2024 07:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 07:00:00 - 06/11/2024 08:00:00","Spain (ES)","France (FR)","0.00"
"06/11/2024 07:00:00 - 06/11/2024 08:00:00","France (FR)","Spain (ES)","2790.36"
"06/11/2024 07:00:00 - 06/11/2024 08:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/11/2024 07:00:00 - 06/11/2024 08:00:00","Portugal (PT)","Spain (ES)","1047.72"
"06/11/2024 08:00:00 - 06/11/2024 09:00:00","Spain (ES)","France (FR)","0.00"
"06/11/2024 08:00:00 - 06/11/2024 09:00:00","France (FR)","Spain (ES)","530.22"
"06/11/2024 08:00:00 - 06/11/2024 09:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/11/2024 08:00:00 - 06/11/2024 09:00:00","Portugal (PT)","Spain (ES)","1691.86"
"06/11/2024 09:00:00 - 06/11/2024 10:00:00","Spain (ES)","France (FR)","1323.49"
"06/11/2024 09:00:00 - 06/11/2024 10:00:00","France (FR)","Spain (ES)","0.00"
"06/11/2024 09:00:00 - 06/11/2024 10:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/11/2024 09:00:00 - 06/11/2024 10:00:00","Portugal (PT)","Spain (ES)","9.80"
"06/11/2024 10:00:00 - 06/11/2024 11:00:00","Spain (ES)","France (FR)","1499.14"
"06/11/2024 10:00:00 - 06/11/2024 11:00:00","France (FR)","Spain (ES)","0.00"
"06/11/2024 10:00:00 - 06/11/2024 11:00:00","Spain (ES)","Portugal (PT)","1526.37"
"06/11/2024 10:00:00 - 06/11/2024 11:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 11:00:00 - 06/11/2024 12:00:00","Spain (ES)","France (FR)","559.78"
"06/11/2024 11:00:00 - 06/11/2024 12:00:00","France (FR)","Spain (ES)","0.00"
"06/11/2024 11:00:00 - 06/11/2024 12:00:00","Spain (ES)","Portugal (PT)","2996.09"
"06/11/2024 11:00:00 - 06/11/2024 12:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 12:00:00 - 06/11/2024 13:00:00","Spain (ES)","France (FR)","143.23"
"06/11/2024 12:00:00 - 06/11/2024 13:00:00","France (FR)","Spain (ES)","0.00"
"06/11/2024 12:00:00 - 06/11/2024 13:00:00","Spain (ES)","Portugal (PT)","3460.98"
"06/11/2024 12:00:00 - 06/11/2024 13:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 13:00:00 - 06/11/2024 14:00:00","Spain (ES)","France (FR)","164.32"
"06/11/2024 13:00:00 - 06/11/2024 14:00:00","France (FR)","Spain (ES)","0.00"
"06/11/2024 13:00:00 - 06/11/2024 14:00:00","Spain (ES)","Portugal (PT)","3490.34"
"06/11/2024 13:00:00 - 06/11/2024 14:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 14:00:00 - 06/11/2024 15:00:00","Spain (ES)","France (FR)","130.46"
"06/11/2024 14:00:00 - 06/11/2024 15:00:00","France (FR)","Spain (ES)","0.00"
"06/11/2024 14:00:00 - 06/11/2024 15:00:00","Spain (ES)","Portugal (PT)","3531.21"
"06/11/2024 14:00:00 - 06/11/2024 15:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 15:00:00 - 06/11/2024 16:00:00","Spain (ES)","France (FR)","253.18"
"06/11/2024 15:00:00 - 06/11/2024 16:00:00","France (FR)","Spain (ES)","0.00"
"06/11/2024 15:00:00 - 06/11/2024 16:00:00","Spain (ES)","Portugal (PT)","3489.77"
"06/11/2024 15:00:00 - 06/11/2024 16:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 16:00:00 - 06/11/2024 17:00:00","Spain (ES)","France (FR)","90.54"
"06/11/2024 16:00:00 - 06/11/2024 17:00:00","France (FR)","Spain (ES)","0.00"
"06/11/2024 16:00:00 - 06/11/2024 17:00:00","Spain (ES)","Portugal (PT)","3297.33"
"06/11/2024 16:00:00 - 06/11/2024 17:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 17:00:00 - 06/11/2024 18:00:00","Spain (ES)","France (FR)","443.11"
"06/11/2024 17:00:00 - 06/11/2024 18:00:00","France (FR)","Spain (ES)","0.00"
"06/11/2024 17:00:00 - 06/11/2024 18:00:00","Spain (ES)","Portugal (PT)","819.50"
"06/11/2024 17:00:00 - 06/11/2024 18:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/11/2024 18:00:00 - 06/11/2024 19:00:00","Spain (ES)","France (FR)","560.28"
"06/11/2024 18:00:00 - 06/11/2024 19:00:00","France (FR)","Spain (ES)","0.00"
"06/11/2024 18:00:00 - 06/11/2024 19:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/11/2024 18:00:00 - 06/11/2024 19:00:00","Portugal (PT)","Spain (ES)","967.83"
"06/11/2024 19:00:00 - 06/11/2024 20:00:00","Spain (ES)","France (FR)","0.00"
"06/11/2024 19:00:00 - 06/11/2024 20:00:00","France (FR)","Spain (ES)","308.52"
"06/11/2024 19:00:00 - 06/11/2024 20:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/11/2024 19:00:00 - 06/11/2024 20:00:00","Portugal (PT)","Spain (ES)","1268.98"
"06/11/2024 20:00:00 - 06/11/2024 21:00:00","Spain (ES)","France (FR)","0.00"
"06/11/2024 20:00:00 - 06/11/2024 21:00:00","France (FR)","Spain (ES)","1546.76"
"06/11/2024 20:00:00 - 06/11/2024 21:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/11/2024 20:00:00 - 06/11/2024 21:00:00","Portugal (PT)","Spain (ES)","873.82"
"06/11/2024 21:00:00 - 06/11/2024 22:00:00","Spain (ES)","France (FR)","0.00"
"06/11/2024 21:00:00 - 06/11/2024 22:00:00","France (FR)","Spain (ES)","2689.84"
"06/11/2024 21:00:00 - 06/11/2024 22:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/11/2024 21:00:00 - 06/11/2024 22:00:00","Portugal (PT)","Spain (ES)","739.31"
"06/11/2024 22:00:00 - 06/11/2024 23:00:00","Spain (ES)","France (FR)","0.00"
"06/11/2024 22:00:00 - 06/11/2024 23:00:00","France (FR)","Spain (ES)","2627.06"
"06/11/2024 22:00:00 - 06/11/2024 23:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/11/2024 22:00:00 - 06/11/2024 23:00:00","Portugal (PT)","Spain (ES)","105.61"
